lat,lng
43.70343,-79.26016
43.66728,-79.37534
43.64749,-79.42517
43.65047,-79.36722
43.6369,-79.42002
43.64996,-79.43733
43.65945,-79.36854
43.64508,-79.40617
43.69551,-79.34352
43.6457,-79.4496
43.66806,-79.47378
43.80634,-79.17113
43.79047,-79.27117
43.6477,-79.39747
43.66931,-79.38202
43.63989,-79.4178
43.66621,-79.45248
43.64089,-79.43016
43.67542,-79.31621
43.65974,-79.43545
43.61364,-79.49155
43.6667,-79.40542
43.68194,-79.45018
43.66396,-79.35996
43.65912,-79.40418
43.66453,-79.36831
43.65827,-79.44611
43.76944,-79.36906
43.64515,-79.43844
43.65146,-79.43342
43.77998,-79.32956
43.66341,-79.33862
43.77872,-79.32847
43.78049,-79.32804
43.65423,-79.41154
43.75961,-79.3949
43.66903,-79.417
43.6625,-79.45191
43.6603,-79.40164
43.64854,-79.40799
43.63521,-79.40613
43.6402,-79.38363
43.65122,-79.42823
43.66069,-79.33684
43.70072,-79.27318
43.65627,-79.41314
43.64557,-79.41732
43.65185,-79.41444
43.64547,-79.39152
43.68354,-79.41932
43.69229,-79.2599
43.67341,-79.44588
43.70377,-79.40492
43.70469,-79.40516
43.70421,-79.40503
43.64178,-79.41359
43.64088,-79.41516
43.65202,-79.43409
43.67744,-79.40168
43.67866,-79.3997
43.65489,-79.3906
43.64861,-79.43773
43.66403,-79.38324
43.70441,-79.40488
43.66381,-79.4396
43.67321,-79.33529
43.65254,-79.41358
43.65553,-79.39203
43.65652,-79.41792
43.64538,-79.39391
43.65143,-79.45531
43.66582,-79.36926
43.64282,-79.40453
43.65836,-79.36819
43.75585,-79.49061
43.66814,-79.37938
43.70525,-79.40532
43.70521,-79.40698
43.6428,-79.39245
43.65473,-79.45893
43.7793,-79.41786
43.63875,-79.41411
43.70465,-79.40478
43.70582,-79.40523
43.73175,-79.40442
43.64027,-79.43563
43.63726,-79.39429
43.64721,-79.41285
43.64356,-79.40076
43.67095,-79.38904
43.64392,-79.4083
43.64488,-79.38958
43.64152,-79.43923
43.65013,-79.38972
43.6364,-79.40525
43.75784,-79.26174
43.65472,-79.42326
43.65576,-79.41425
43.67084,-79.4576
43.66463,-79.43215
43.66262,-79.36481
43.63542,-79.4268
43.76865,-79.37934
43.63871,-79.5378
43.66107,-79.41275
43.66981,-79.40158
43.65614,-79.44
43.67233,-79.31757
43.67022,-79.41538
43.68895,-79.4144
43.64407,-79.39248
43.64907,-79.43909
43.67188,-79.34044
43.65147,-79.43551
43.64211,-79.39208
43.77513,-79.41257
43.67115,-79.39142
43.64101,-79.3861
43.64365,-79.38025
43.6507,-79.43982
43.65047,-79.43855
43.69093,-79.35287
43.6404,-79.41526
43.66074,-79.4074
43.65014,-79.43839
43.66838,-79.38832
43.64518,-79.39353
43.71791,-79.43725
43.63896,-79.47681
43.66462,-79.46289
43.6562,-79.43043
43.65865,-79.38539
43.65617,-79.37083
43.62421,-79.4924
43.66996,-79.38542
43.65835,-79.43175
43.64297,-79.3881
43.64044,-79.44661
43.66058,-79.40398
43.63877,-79.41715
43.64183,-79.37494
43.65252,-79.36971
43.64094,-79.40097
43.64593,-79.3987
43.64034,-79.38256
43.66749,-79.41026
43.64712,-79.43432
43.69125,-79.49813
43.65043,-79.37441
43.66473,-79.40824
43.65142,-79.41543
43.65594,-79.40079
43.6407,-79.39741
43.64601,-79.42484
43.64339,-79.43114
43.64501,-79.40017
43.69824,-79.4487
43.64128,-79.38108
43.76908,-79.41576
43.64016,-79.39839
43.64558,-79.40281
43.64056,-79.4335
43.69797,-79.39397
43.64564,-79.4245
43.67641,-79.47296
43.64101,-79.41363
43.64541,-79.39454
43.63931,-79.53586
43.66094,-79.43244
43.76863,-79.41528
43.63163,-79.47466
43.65072,-79.424
43.63994,-79.3929
43.64639,-79.39633
43.64467,-79.42784
43.67922,-79.30838
43.66041,-79.33402
43.63779,-79.41593
43.66347,-79.46313
43.78101,-79.41743
43.64586,-79.39208
43.64803,-79.37393
43.64616,-79.44458
43.64954,-79.389
43.65637,-79.42249
43.65154,-79.38856
43.64882,-79.43393
43.66002,-79.44362
43.65618,-79.38289
43.67203,-79.41622
43.62567,-79.49071
43.68177,-79.31625
43.64482,-79.4257
43.64775,-79.40905
43.66164,-79.45692
43.64384,-79.39193
43.70501,-79.40024
43.77907,-79.32956
43.65703,-79.40867
43.70593,-79.40058
43.65291,-79.42997
43.64247,-79.41246
43.63647,-79.44308
43.64498,-79.43251
43.63997,-79.39551
43.66928,-79.39738
43.66772,-79.42808
43.64491,-79.3883
43.64145,-79.38343
43.66864,-79.30555
43.64461,-79.39229
43.64232,-79.40171
43.64927,-79.41144
43.67464,-79.28916
43.67926,-79.31065
43.76035,-79.40689
43.65737,-79.35233
43.69737,-79.27037
43.64954,-79.43659
43.72123,-79.33585
43.65531,-79.45258
43.65526,-79.37947
43.64033,-79.37938
43.65987,-79.40974
43.66882,-79.37524
43.6548,-79.45084
43.6588,-79.42436
43.66653,-79.39577
43.66608,-79.38261
43.64454,-79.43699
43.63702,-79.38138
43.7875,-79.37301
43.74889,-79.45284
43.67024,-79.38041
43.78034,-79.41753
43.65756,-79.40851
43.65753,-79.40799
43.64464,-79.39712
43.67611,-79.37009
43.65977,-79.40789
43.63965,-79.44022
43.67146,-79.348
43.77381,-79.21176
43.65502,-79.43573
43.6458,-79.38785
43.66546,-79.44714
43.63942,-79.53569
43.66368,-79.34069
43.65422,-79.40316
43.66903,-79.36477
43.668,-79.37118
43.66339,-79.3836
43.66337,-79.34108
43.64168,-79.37982
43.65757,-79.409
43.68516,-79.32522
43.75658,-79.40757
43.67193,-79.4167
43.69885,-79.2765
43.65428,-79.39368
43.701,-79.38735
43.7721,-79.21247
43.68144,-79.35506
43.6537,-79.45049
43.66054,-79.38662
43.65333,-79.38831
43.79324,-79.3719
43.64702,-79.39285
43.63661,-79.39959
43.65446,-79.47852
43.69152,-79.49756
43.65757,-79.42254
43.66043,-79.3337
43.64377,-79.4513
43.65067,-79.36719
43.76666,-79.37689
43.63799,-79.42124
43.65019,-79.36258
43.65447,-79.42212
43.64344,-79.43301
43.64504,-79.41176
43.66515,-79.41835
43.6432,-79.37962
43.66991,-79.37772
43.70955,-79.38127
43.68801,-79.31675
43.67413,-79.28867
43.66698,-79.38215
43.62206,-79.38307
43.63816,-79.42038
43.66368,-79.44005
43.64157,-79.40053
43.66144,-79.38552
43.67365,-79.32076
43.66545,-79.44571
43.65852,-79.36617
43.73334,-79.23133
43.69877,-79.4938
43.66515,-79.37142
43.65814,-79.3693
43.64306,-79.39091
43.70305,-79.39436
43.71174,-79.37989
43.64635,-79.40793
43.66155,-79.3766
43.65766,-79.37025
43.67379,-79.3437
43.6832,-79.30511
43.71043,-79.39469
43.68505,-79.30866
43.64437,-79.44164
43.66582,-79.38536
43.63944,-79.43091
43.67977,-79.44931
43.67308,-79.45611
43.75559,-79.40732
43.65129,-79.43545
43.75668,-79.40606
43.67005,-79.35057
43.75707,-79.4056
43.67776,-79.43957
43.65931,-79.48077
43.67942,-79.3947
43.64885,-79.44613
43.64395,-79.39941
43.65088,-79.40141
43.67906,-79.4466
43.63932,-79.39637
43.67834,-79.35987
43.6015,-79.49927
43.66259,-79.33902
43.65961,-79.36597
43.65897,-79.40931
43.69236,-79.39702
43.62532,-79.48918
43.78045,-79.42633
43.68466,-79.28492
43.77812,-79.42795
43.77967,-79.42639
43.7799,-79.42795
43.77811,-79.42636
43.77986,-79.42831
43.77969,-79.42702
43.78033,-79.42655
43.78023,-79.42623
43.65521,-79.414
43.66314,-79.34057
43.65934,-79.41763
43.66501,-79.38774
43.66569,-79.42527
43.64706,-79.50968
43.59838,-79.52135
43.65614,-79.40414
43.65391,-79.42621
43.69928,-79.36987
43.64763,-79.38928
43.67879,-79.44421
43.65341,-79.43101
43.64073,-79.39739
43.68127,-79.32658
43.66471,-79.38095
43.66448,-79.38069
43.67414,-79.29928
43.64685,-79.42657
43.66554,-79.45624
43.66777,-79.38591
43.67158,-79.49568
43.66357,-79.43214
43.66117,-79.40428
43.65994,-79.3719
43.64401,-79.38168
43.67155,-79.35274
43.66077,-79.41777
43.66041,-79.41017
43.65867,-79.40957
43.66063,-79.41155
43.66134,-79.41783
43.65849,-79.41173
43.66087,-79.41608
43.69201,-79.39672
43.68037,-79.3598
43.74958,-79.54978
43.70844,-79.45492
43.65568,-79.36851
43.66587,-79.3802
43.65605,-79.42182
43.76903,-79.41577
43.64895,-79.40339
43.67103,-79.28465
43.60038,-79.5167
43.66627,-79.3765
43.66584,-79.3768
43.68987,-79.2672
43.60984,-79.49478
43.69018,-79.43038
43.67897,-79.45149
43.68109,-79.45212
43.68055,-79.4481
43.68064,-79.44593
43.66696,-79.42781
43.64355,-79.44255
43.6615,-79.42618
43.81228,-79.28721
43.6505,-79.44024
43.64201,-79.38242
43.6608,-79.4239
43.66462,-79.37741
43.64259,-79.45506
43.64954,-79.38673
43.67108,-79.3242
43.66815,-79.35118
43.68964,-79.31783
43.63971,-79.44458
43.65351,-79.42156
43.64116,-79.42348
43.64624,-79.40739
43.63934,-79.43612
43.6364,-79.40529
43.66914,-79.38093
43.69445,-79.31869
43.69556,-79.39174
43.64409,-79.39978
43.65983,-79.37725
43.66976,-79.37525
43.64238,-79.40353
43.65597,-79.35706
43.64483,-79.37607
43.66313,-79.482
43.65722,-79.41105
43.71422,-79.30576
43.65211,-79.41868
43.66864,-79.37599
43.63908,-79.39355
43.66051,-79.37858
43.64148,-79.38401
43.65656,-79.3807
43.66019,-79.3464
43.65866,-79.4611
43.66564,-79.37657
43.66254,-79.45878
43.66046,-79.34404
43.65441,-79.42472
43.70824,-79.40985
43.67006,-79.40133
43.69911,-79.27728
43.66576,-79.37761
43.64077,-79.42574
43.68125,-79.34434
43.66557,-79.36721
43.67087,-79.29035
43.66587,-79.4311
43.7051,-79.39661
43.68586,-79.31243
43.78717,-79.4177
43.68053,-79.42872
43.64831,-79.43192
43.64335,-79.40625
43.65452,-79.46617
43.64692,-79.44387
43.64847,-79.4451
43.63285,-79.39995
43.68363,-79.3481
43.65335,-79.56944
43.6401,-79.41497
43.6845,-79.28161
43.66184,-79.37758
43.68588,-79.31068
43.65844,-79.4462
43.65459,-79.37109
43.64929,-79.43111
43.64803,-79.43008
43.66383,-79.33772
43.66839,-79.37566
43.64046,-79.42122
43.66925,-79.42982
43.70567,-79.39751
43.68291,-79.28431
43.66499,-79.37709
43.64842,-79.36394
43.67412,-79.38633
43.67404,-79.40205
43.66281,-79.38386
43.6436,-79.40218
43.64999,-79.43537
43.64906,-79.36481
43.78008,-79.32832
43.68474,-79.39652
43.65108,-79.36926
43.69263,-79.39662
43.63887,-79.38023
43.63938,-79.41725
43.65005,-79.40487
43.67111,-79.46545
43.66799,-79.34114
43.63916,-79.39819
43.76692,-79.40993
43.6513,-79.43486
43.70711,-79.40608
43.65098,-79.39187
43.66136,-79.38484
43.68722,-79.32873
43.67476,-79.50203
43.66446,-79.32706
43.66526,-79.45982
43.64104,-79.41698
43.64595,-79.39214
43.64057,-79.42223
43.65109,-79.36716
43.68676,-79.42058
43.66118,-79.427
43.65618,-79.36077
43.70844,-79.42638
43.63914,-79.38244
43.65214,-79.44963
43.69939,-79.3902
43.64514,-79.39001
43.64115,-79.41536
43.77266,-79.25599
43.64454,-79.39218
43.64156,-79.39667
43.63707,-79.3967
43.65939,-79.33535
43.64052,-79.39499
43.74495,-79.20047
43.64807,-79.42481
43.65952,-79.35108
43.65813,-79.39558
43.65479,-79.43916
43.65353,-79.3795
43.71824,-79.23323
43.69639,-79.4895
43.66091,-79.50767
43.65651,-79.36604
43.64571,-79.38293
43.64134,-79.39488
43.66315,-79.41135
43.64647,-79.39407
43.73613,-79.34564
43.66109,-79.33411
43.6655,-79.38344
43.74104,-79.29335
43.66628,-79.37189
43.79566,-79.31188
43.64153,-79.37449
43.65274,-79.3837
43.65625,-79.36385
43.67661,-79.40187
43.64469,-79.39091
43.65074,-79.43858
43.64234,-79.37621
43.65212,-79.36767
43.67042,-79.39064
43.60055,-79.52494
43.66879,-79.38897
43.64119,-79.44018
43.64542,-79.4199
43.76681,-79.37632
43.76879,-79.37696
43.76659,-79.37601
43.76696,-79.3777
43.76738,-79.37715
43.63948,-79.38143
43.6378,-79.39133
43.67844,-79.3466
43.64784,-79.36628
43.65667,-79.37147
43.65244,-79.48634
43.80335,-79.22459
43.65692,-79.41057
43.64499,-79.41472
43.66346,-79.34083
43.66241,-79.55112
43.64894,-79.40197
43.64351,-79.38853
43.60141,-79.50102
43.67233,-79.33658
43.66796,-79.44894
43.67653,-79.37657
43.64551,-79.44119
43.72922,-79.40833
43.65767,-79.38489
43.69,-79.30985
43.69149,-79.30586
43.68216,-79.4317
43.66747,-79.37994
43.75157,-79.60209
43.67048,-79.39774
43.66622,-79.37571
43.66829,-79.41089
43.64768,-79.38894
43.63887,-79.39757
43.67913,-79.43934
43.66576,-79.34739
43.66974,-79.41116
43.66103,-79.45185
43.65052,-79.36834
43.6913,-79.31441
43.64557,-79.39098
43.76842,-79.41077
43.64733,-79.42471
43.65383,-79.38594
43.6419,-79.42432
43.71143,-79.3858
43.65614,-79.42246
43.68082,-79.42542
43.71209,-79.30416
43.69404,-79.39837
43.64477,-79.44939
43.66558,-79.33932
43.7289,-79.40895
43.66381,-79.44841
43.67911,-79.43232
43.64253,-79.40004
43.63906,-79.39744
43.66644,-79.41172
43.6883,-79.44431
43.68581,-79.39999
43.68346,-79.52529
43.67013,-79.29561
43.67179,-79.38391
43.64376,-79.41
43.68544,-79.41957
43.65069,-79.40112
43.65679,-79.40116
43.6591,-79.37465
43.64493,-79.39597
43.66902,-79.33482
43.66418,-79.37849
43.66002,-79.34896
43.65153,-79.42761
43.70147,-79.40238
43.63642,-79.40647
43.66728,-79.33064
43.66467,-79.45495
43.67433,-79.39001
43.64553,-79.39327
43.69413,-79.34206
43.6698,-79.42445
43.70682,-79.39859
43.67515,-79.3007
43.65097,-79.38248
43.67146,-79.40508
43.63623,-79.40685
43.70156,-79.44827
43.64955,-79.41039
43.64898,-79.36413
43.68629,-79.46654
43.7923,-79.37299
43.64988,-79.40314
43.64099,-79.39286
43.66405,-79.37102
43.64462,-79.39329
43.69954,-79.27577
43.67672,-79.38539
43.75941,-79.41046
43.77359,-79.41806
43.66166,-79.34826
43.65661,-79.36401
43.67992,-79.41697
43.65688,-79.36218
43.65815,-79.3635
43.64272,-79.37639
43.68289,-79.32454
43.68046,-79.41133
43.64927,-79.4001
43.65721,-79.42086
43.6504,-79.3677
43.60019,-79.51965
43.70048,-79.27841
43.64874,-79.45562
43.65939,-79.4269
43.78345,-79.2893
43.67085,-79.3873
43.63835,-79.44441
43.68006,-79.30291
43.64513,-79.4121
43.64102,-79.40093
43.65583,-79.37001
43.6565,-79.37136
43.67023,-79.34073
43.68653,-79.45812
43.63755,-79.44216
43.65879,-79.40287
43.66431,-79.3775
43.6851,-79.32517
43.63863,-79.53585
43.64494,-79.39303
43.65963,-79.40398
43.64018,-79.42177
43.64473,-79.40662
43.64345,-79.39285
43.70264,-79.44727
43.70251,-79.39528
43.62596,-79.50162
43.66252,-79.44347
43.64272,-79.41487
43.67589,-79.44429
43.64317,-79.49925
43.65463,-79.37791
43.66046,-79.42592
43.65877,-79.35056
43.67166,-79.38827
43.6419,-79.40021
43.66403,-79.32145
43.67222,-79.43332
43.64035,-79.42384
43.6366,-79.4725
43.6236,-79.48389
43.63766,-79.3917
43.66465,-79.44595
43.67849,-79.31521
43.65979,-79.35703
43.64616,-79.37662
43.68282,-79.4055
43.66159,-79.44916
43.6557,-79.3604
43.67394,-79.33996
43.65734,-79.44111
43.67309,-79.40384
43.67372,-79.37873
43.63901,-79.38346
43.64117,-79.38183
43.64316,-79.40393
43.64831,-79.39009
43.65989,-79.33854
43.64177,-79.39097
43.66786,-79.41416
43.67105,-79.40417
43.64173,-79.40011
43.64386,-79.39352
43.76273,-79.42034
43.67724,-79.4807
43.6839,-79.35778
43.63432,-79.48575
43.64205,-79.42729
43.64817,-79.42035
43.6581,-79.46645
43.64522,-79.3923
43.64308,-79.38918
43.64303,-79.38971
43.67302,-79.38918
43.63229,-79.48732
43.64676,-79.39703
43.67574,-79.35704
43.63954,-79.42794
43.6984,-79.39153
43.63989,-79.39275
43.71718,-79.33065
43.79579,-79.33386
43.65133,-79.44956
43.65042,-79.44058
43.68328,-79.32004
43.6363,-79.40127
43.64535,-79.39947
43.66192,-79.33345
43.67479,-79.43456
43.64811,-79.38332
43.66643,-79.38757
43.67371,-79.34347
43.68099,-79.43687
43.638,-79.39884
43.67172,-79.38883
43.65999,-79.51194
43.65525,-79.4252
43.66238,-79.55246
43.59509,-79.52114
43.73532,-79.26994
43.6562,-79.37544
43.64958,-79.38713
43.68278,-79.34515
43.67063,-79.39066
43.63776,-79.41503
43.65384,-79.43926
43.65914,-79.37054
43.67433,-79.40963
43.66485,-79.43139
43.67235,-79.38753
43.68197,-79.31663
43.64546,-79.38807
43.65089,-79.43933
43.70902,-79.40023
43.6463,-79.40939
43.66119,-79.3791
43.65786,-79.37193
43.64265,-79.39027
43.71982,-79.33321
43.65565,-79.37951
43.64896,-79.38547
43.75183,-79.4655
43.64232,-79.42562
43.65724,-79.44502
43.64529,-79.39086
43.63787,-79.40119
43.64248,-79.39971
43.64341,-79.40175
43.64754,-79.40721
43.69493,-79.39821
43.64708,-79.3979
43.66743,-79.40415
43.68099,-79.32371
43.66129,-79.3866
43.64232,-79.39333
43.64657,-79.41996
43.6373,-79.40392
43.63692,-79.39576
43.61343,-79.4934
43.65875,-79.3474
43.67308,-79.33028
43.65309,-79.43981
43.63771,-79.3996
43.6371,-79.41394
43.75056,-79.2389
43.64582,-79.39602
43.638,-79.41551
43.65561,-79.37169
43.64354,-79.38156
43.64185,-79.3836
43.76722,-79.37845
43.76531,-79.37981
43.67836,-79.34772
43.64511,-79.38861
43.67089,-79.44335
43.64114,-79.39339
43.76358,-79.41998
43.64115,-79.42324
43.67278,-79.40623
43.63793,-79.4053
43.68002,-79.28581
43.65513,-79.37979
43.67119,-79.38723
43.67177,-79.34103
43.62473,-79.49734
43.68925,-79.2661
43.71439,-79.38678
43.66421,-79.32715
43.64166,-79.42254
43.64929,-79.38755
43.66358,-79.40182
43.63936,-79.3922
43.64681,-79.43449
43.6663,-79.33985
43.63861,-79.44425
43.66669,-79.40747
43.643,-79.3881
43.64234,-79.44261
43.71454,-79.40595
43.67688,-79.41575
43.64133,-79.42446
43.64708,-79.39821
43.63757,-79.42038
43.64909,-79.47666
43.64037,-79.39141
43.75337,-79.31231
